gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
2620036609	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/70568444/original.jpeg?1588362278	https://www.inaturalist.org/photos/70568444					2020-05-01T23:37:51Z	Miranda Jean Walsh		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Miranda Jean Walsh
2620036609	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/70568474/original.jpeg?1588362288	https://www.inaturalist.org/photos/70568474					2020-05-01T23:37:56Z	Miranda Jean Walsh		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Miranda Jean Walsh
2620032925	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/71048598/original.jpg?1588550761	https://www.inaturalist.org/photos/71048598					2020-05-03T11:08:15Z	dbellamy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	dbellamy
2620024742	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/71453255/original.jpeg?1588772450	https://www.inaturalist.org/photos/71453255					2020-05-06T13:39:49Z	beamistlberger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	beamistlberger
2620024742	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/71453389/original.jpeg?1588772523	https://www.inaturalist.org/photos/71453389					2020-05-06T13:39:49Z	beamistlberger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	beamistlberger
2620024621	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/71180548/original.jpeg?1588617288	https://www.inaturalist.org/photos/71180548					2020-05-04T21:38:15Z	desmodus60		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	desmodus60
2620021764	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/70861010/original.jpg?1588486322	https://www.inaturalist.org/photos/70861010					2020-05-02T00:03:47Z	Sofi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Sofi
2620020560	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/71453107/original.jpeg?1588772382	https://www.inaturalist.org/photos/71453107					2020-05-06T13:34:03Z	beamistlberger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	beamistlberger
2620018498	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/48044161/original.jpeg?1565690262	https://www.inaturalist.org/photos/48044161					2019-08-13T17:33:20Z	Avery		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Avery
2620012584	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/71466781/original.jpeg?1588779374	https://www.inaturalist.org/photos/71466781					2020-05-06T21:12:41Z	yellowrattle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	yellowrattle
2620007859	StillImage	image/png	https://inaturalist-open-data.s3.amazonaws.com/photos/70493140/original.png?1588328927	https://www.inaturalist.org/photos/70493140					2020-04-30T14:44:00Z	Beatriz Herrera		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Beatriz Herrera
2620007859	StillImage	image/png	https://inaturalist-open-data.s3.amazonaws.com/photos/70493148/original.png?1588328936	https://www.inaturalist.org/photos/70493148					2020-04-30T14:44:00Z	Beatriz Herrera		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Beatriz Herrera
2619988955	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/70802768/original.jpg?1588460829	https://www.inaturalist.org/photos/70802768					2020-04-27T00:42:02Z	nikitabeck22		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	nikitabeck22
2619988955	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/70802785/original.jpg?1588460835	https://www.inaturalist.org/photos/70802785					2020-04-27T00:42:02Z	nikitabeck22		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	nikitabeck22
