validation_code,curr_loss,best_loss,best_epoch
"Validation - histogram_equalization, noise_reduction, gamma_correction, brightness_jitter - False, None, True, True",2.5832257222258903,2.352862286843303,3
"Validation - histogram_equalization, noise_reduction, gamma_correction, brightness_jitter - True, gaussian, True, True",1.9635756442421313,1.6075923709720974,28
